run_accession,study_accession,ENA Number,tax_id,scientific_name,submitted_ftp,Isolate,Project ID,Ciprofloxacin,Erythromycin,Gentamicin,Nalidixic acid,Streptomycin,Tetracycline,cmeR_AND_cmeABC,23S,rplD,rplV,rpsL,gyrA,cmeR_AND_cmeABC_86,rplD_74,rplD_67,rplD_72,rplD_71,rplV_72,rplV_86,rplV_88,rplV_103,rpsL_43,rpsL_88,gyrA_70,gyrA_85,gyrA_86,gyrA_90,gyrA_104,23S_2074_1,23S_2074_2,23S_2074_3,23S_2075_1,23S_2075_2,23S_2075_3,cmeR_AND_cmeABC_696_1
ERR3144860,PRJEB31119,SAMEA5326471,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144860/1509T40458_S27_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144860/1509T40458_S27_L001_R2_001.fastq.gz,1509T40458,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(S),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144938,PRJEB31119,SAMEA5326777,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144938/1510F17513_S32_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144938/1510F17513_S32_L001_R2_001.fastq.gz,1510F17513,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144939,PRJEB31119,SAMEA5326499,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144939/1510F17516_S22_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144939/1510F17516_S22_L001_R2_001.fastq.gz,1510F17516,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144940,PRJEB31119,SAMEA5326545,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144940/1510F20456_S8_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144940/1510F20456_S8_L001_R2_001.fastq.gz,1510F20456,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144942,PRJEB31119,SAMEA5326793,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144942/1510F20468_S9_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144942/1510F20468_S9_L001_R2_001.fastq.gz,1510F20468,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(S),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,U/V,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144943,PRJEB31119,SAMEA5326183,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144943/1510F20469_S21_L555_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144943/1510F20469_S21_L555_R2_001.fastq.gz,1510F20469,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144944,PRJEB31119,SAMEA5326465,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144944/1510F20470_S11_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144944/1510F20470_S11_L001_R2_001.fastq.gz,1510F20470,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(S),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144953,PRJEB31119,SAMEA5326359,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144953/1510H43384_S28_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144953/1510H43384_S28_L001_R2_001.fastq.gz,1510H43384,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144955,PRJEB31119,SAMEA5326351,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144955/1510M53675_S28_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144955/1510M53675_S28_L001_R2_001.fastq.gz,1510M53675,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(S),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144957,PRJEB31119,SAMEA5326294,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144957/1510M53812_S14_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144957/1510M53812_S14_L001_R2_001.fastq.gz,1510M53812,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144959,PRJEB31119,SAMEA5326930,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144959/1510T45096_S47_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144959/1510T45096_S47_L001_R2_001.fastq.gz,1510T45096,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(R),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144960,PRJEB31119,SAMEA5326178,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144960/1510T47924_S15_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144960/1510T47924_S15_L001_R2_001.fastq.gz,1510T47924,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144961,PRJEB31119,SAMEA5326428,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144961/1510T47927_S16_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144961/1510T47927_S16_L001_R2_001.fastq.gz,1510T47927,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144962,PRJEB31119,SAMEA5326605,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144962/1510T48727_S17_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144962/1510T48727_S17_L001_R2_001.fastq.gz,1510T48727,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144966,PRJEB31119,SAMEA5326606,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144966/1510W57468_S18_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144966/1510W57468_S18_L001_R2_001.fastq.gz,1510W57468,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144967,PRJEB31119,SAMEA5326233,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144967/1510W60005_S35_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144967/1510W60005_S35_L001_R2_001.fastq.gz,1510W60005,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144968,PRJEB31119,SAMEA5326952,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144968/1510W60011_S48_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144968/1510W60011_S48_L001_R2_001.fastq.gz,1510W60011,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(R),1,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,U/V,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,R/t
ERR3144969,PRJEB31119,SAMEA5326551,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144969/1510W60017_S36_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144969/1510W60017_S36_L001_R2_001.fastq.gz,1510W60017,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144970,PRJEB31119,SAMEA5326186,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144970/1510W60027_S30_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144970/1510W60027_S30_L001_R2_001.fastq.gz,1510W60027,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3144971,PRJEB31119,SAMEA5326547,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144971/1510W60040_S39_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3144971/1510W60040_S39_L001_R2_001.fastq.gz,1510W60040,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145006,PRJEB31119,SAMEA5326794,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145006/1511F21212_S20_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145006/1511F21212_S20_L001_R2_001.fastq.gz,1511F21212,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(S),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,U/V,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145007,PRJEB31119,SAMEA5326715,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145007/1511F21219_S21_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145007/1511F21219_S21_L001_R2_001.fastq.gz,1511F21219,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145008,PRJEB31119,SAMEA5326641,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145008/1511F21225_S22_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145008/1511F21225_S22_L001_R2_001.fastq.gz,1511F21225,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(R),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145010,PRJEB31119,SAMEA5326722,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145010/1511F21976_S31_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145010/1511F21976_S31_L001_R2_001.fastq.gz,1511F21976,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145011,PRJEB31119,SAMEA5326234,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145011/1511F21978_S32_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145011/1511F21978_S32_L001_R2_001.fastq.gz,1511F21978,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145012,PRJEB31119,SAMEA5326162,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145012/1511F21980_S79_L555_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145012/1511F21980_S79_L555_R2_001.fastq.gz,1511F21980,PRJEB31119,CIP(R),ERY(R),GEN(S),NAL(R),STR(S),TET(R),0,1,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,U/-,S/K,S/K,S/A,S/D,R/I,S/D,S/P,R/t,R/t,R/t,S/a,S/a,S/a,S/c
ERR3145013,PRJEB31119,SAMEA5326431,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145013/1511F23301_S1_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145013/1511F23301_S1_L001_R2_001.fastq.gz,1511F23301,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145014,PRJEB31119,SAMEA5326185,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145014/1511F23407_S34_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145014/1511F23407_S34_L001_R2_001.fastq.gz,1511F23407,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(R),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145015,PRJEB31119,SAMEA5326184,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145015/1511F23410_S35_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145015/1511F23410_S35_L001_R2_001.fastq.gz,1511F23410,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(S),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,R/I,S/D,R/S,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145016,PRJEB31119,SAMEA5326628,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145016/1511F23414_S36_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145016/1511F23414_S36_L001_R2_001.fastq.gz,1511F23414,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(S),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145019,PRJEB31119,SAMEA5326762,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145019/1511H43382_S37_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145019/1511H43382_S37_L001_R2_001.fastq.gz,1511H43382,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145021,PRJEB31119,SAMEA5326421,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145021/1511H43393_S39_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145021/1511H43393_S39_L001_R2_001.fastq.gz,1511H43393,PRJEB31119,CIP(S),ERY(S),GEN(S),NAL(S),STR(S),TET(S),0,0,0,0,0,0,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,S/T,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
ERR3145022,PRJEB31119,SAMEA5326319,197,Campylobacter jejuni,ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145022/1511H44385_S40_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR314/ERR3145022/1511H44385_S40_L001_R2_001.fastq.gz,1511H44385,PRJEB31119,CIP(R),ERY(S),GEN(S),NAL(R),STR(S),TET(S),0,0,0,0,0,1,S/G,S/G,S/G,S/R,S/A,S/D,S/G,S/A,S/A,S/K,S/K,S/A,S/D,R/I,S/D,S/P,S/a,S/a,S/a,S/a,S/a,S/a,S/c
