study_accession,sample_accession,Lane.accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,ENA.Accession.Number,Isolate,Sequecning Status,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP
PRJEB23294,SAMEA104370094,ERS1995072,ERX3134796,ERR3061995,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/005/ERR3061995/ERR3061995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/005/ERR3061995/ERR3061995_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061995/24742_1#102.cram,NA,ERS1995072,24742_1#102,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370095,ERS1995073,ERX3134797,ERR3061996,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061996/ERR3061996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061996/ERR3061996_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061996/24742_1#103.cram,NA,ERS1995073,24742_1#103,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370097,ERS1995075,ERX3134799,ERR3061998,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3061998/ERR3061998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3061998/ERR3061998_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061998/24742_1#105.cram,NA,ERS1995075,24742_1#105,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370117,ERS1995095,ERX3134819,ERR3062018,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3062018/ERR3062018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3062018/ERR3062018_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062018/24742_1#125.cram,NA,ERS1995095,24742_1#125,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370119,ERS1995097,ERX3134821,ERR3062020,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3062020/ERR3062020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3062020/ERR3062020_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062020/24742_1#127.cram,NA,ERS1995097,24742_1#127,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370120,ERS1995098,ERX3134822,ERR3062021,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3062021/ERR3062021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3062021/ERR3062021_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062021/24742_1#128.cram,NA,ERS1995098,24742_1#128,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370122,ERS1995100,ERX3134824,ERR3062023,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/003/ERR3062023/ERR3062023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/003/ERR3062023/ERR3062023_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062023/24742_1#130.cram,NA,ERS1995100,24742_1#130,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370125,ERS1995103,ERX3134827,ERR3062026,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3062026/ERR3062026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3062026/ERR3062026_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062026/24742_1#133.cram,NA,ERS1995103,24742_1#133,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370126,ERS1995104,ERX3134828,ERR3062027,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/007/ERR3062027/ERR3062027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/007/ERR3062027/ERR3062027_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062027/24742_1#134.cram,NA,ERS1995104,24742_1#134,Newly sequenced,1997,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370128,ERS1995106,ERX3134829,ERR3062028,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3062028/ERR3062028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3062028/ERR3062028_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062028/24742_1#135.cram,NA,ERS1995106,24742_1#135,Newly sequenced,NA,S,S,R,NA,NA,NA,S,R,S,R,S,S
PRJEB23294,SAMEA104370134,ERS1995112,ERX3134831,ERR3062030,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3062030/ERR3062030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3062030/ERR3062030_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062030/24742_1#137.cram,NA,ERS1995112,24742_1#137,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,R,S
PRJEB23294,SAMEA104370135,ERS1995113,ERX3134832,ERR3062031,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3062031/ERR3062031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3062031/ERR3062031_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062031/24742_1#138.cram,NA,ERS1995113,24742_1#138,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370136,ERS1995114,ERX3134833,ERR3062032,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/002/ERR3062032/ERR3062032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/002/ERR3062032/ERR3062032_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062032/24742_1#139.cram,NA,ERS1995114,24742_1#139,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,R,S,S
PRJEB23294,SAMEA104370137,ERS1995115,ERX3134834,ERR3062033,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/003/ERR3062033/ERR3062033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/003/ERR3062033/ERR3062033_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3062033/24742_1#140.cram,NA,ERS1995115,24742_1#140,Newly sequenced,2012,R,R,R,NA,NA,NA,R,R,R,R,R,R
