study_accession,sample_accession,secondary_sample_accession,experiment_accession,run_accession,submission_accession,tax_id,scientific_name,library_name,fastq_ftp,submitted_ftp,Sample,Source,RIF pDST-Deeplex,INH pDST-Deeplex,PZA pDST-Deeplex,EMB pDST-Deeplex,SM pDST-Deeplex,FQ pDST-Deeplex,KAN pDST-Deeplex,AMI pDST-Deeplex,CAP pDST-Deeplex,ETH pDST-Deeplex,LIN pDST-Deeplex,sample_alias
PRJEB25999,SAMEA3359347,ERS2400872,ERX2535410,ERR2516194,ERA1302662,1773,Mycobacterium tuberculosis,BE-176. Genoscreen. 13MY1533. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516194/ERR2516194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516194/ERR2516194_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516194/8611.1.db71d476b5566fcc9b1eb8f058474f60.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516194/8611.2.8758098c7f924d03ecc7d80428088795.fq.gz,13MY1533,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3359350,ERS2400875,ERX2535413,ERR2516197,ERA1302665,1773,Mycobacterium tuberculosis,BE-151. Genoscreen. 13MY1206. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516197/ERR2516197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516197/ERR2516197_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516197/8632.1.bd06255bf327e697baa4602aca510752.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516197/8632.2.01600bb1196c4a9f21e304fa03c8151e.fq.gz,13MY1206,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-U,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3359351,ERS2400876,ERX2535414,ERR2516198,ERA1302666,1773,Mycobacterium tuberculosis,BE-47. Genoscreen. 11MY0284. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516198/ERR2516198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516198/ERR2516198_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516198/8640.1.e64329ac0ff47191d06bdd430668102e.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516198/8640.2.36a3cc0d8ba278c478f60712f4b1386f.fq.gz,11MY0284,SBN TB Ref Center,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,NA
PRJEB25999,SAMEA3359355,ERS2400880,ERX2535418,ERR2516202,ERA1302670,1773,Mycobacterium tuberculosis,BE-192. Genoscreen. 13MY1824. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516202/ERR2516202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516202/ERR2516202_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516202/8670.1.af6f7d96185c3b20c29ae8f0d9e35e31.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516202/8670.2.fc7ce13dc0ea5d52963955bb4ff6b5dc.fq.gz,13MY1824,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3359385,ERS2400883,ERX2535421,ERR2516205,ERA1302673,1773,Mycobacterium tuberculosis,BE-167. Genoscreen. 13MY1372. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2516205/ERR2516205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2516205/ERR2516205_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516205/8689.1.c2f8d23d0256ffcd405dfe4b6277ecd1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516205/8689.2.f7ab605674dfc8760ec7e683bce7b3eb.fq.gz,13MY1372,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3359390,ERS2400888,ERX2535426,ERR2516210,ERA1302678,1773,Mycobacterium tuberculosis,BE-162. Genoscreen. 13MY1309. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516210/ERR2516210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516210/ERR2516210_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516210/8729.1.18d51198e0a06be9049e5e2bad145ec0.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516210/8729.2.8fad13d732cba2fa4381a421ecaead58.fq.gz,13MY1309,SBN TB Ref Center,S-S,S-U,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3359392,ERS2400890,ERX2535428,ERR2516212,ERA1302680,1773,Mycobacterium tuberculosis,BE-161. Genoscreen. 13MY1307. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516212/ERR2516212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516212/ERR2516212_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516212/8746.1.bf293291a67a81a8842b9861b8bb6e30.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516212/8746.2.46ff2fea813f13cf43ad9eb3039da867.fq.gz,13MY1307,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3359998,ERS2400894,ERX2535432,ERR2516216,ERA1302684,1773,Mycobacterium tuberculosis,BE-140. Genoscreen. 13MY1114. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516216/ERR2516216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516216/ERR2516216_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516216/8767.1.815b8a95e7d31895d8d8be5e99e84d33.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516216/8767.2.fe97437e85595d4ec12f95369d5a96fd.fq.gz,13MY1114,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3360000,ERS2400896,ERX2535434,ERR2516218,ERA1302686,1773,Mycobacterium tuberculosis,BE-173. Genoscreen. 13MY1467. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516218/ERR2516218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516218/ERR2516218_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516218/8780.1.2fad7cdf42865858621b5ff840a9c45d.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516218/8780.2.f62817f7a8eb0c97cdbd2085441262e7.fq.gz,13MY1467,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3360003,ERS2400899,ERX2535437,ERR2516221,ERA1302689,1773,Mycobacterium tuberculosis,BE-211. Genoscreen. 13MY2082. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516221/ERR2516221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516221/ERR2516221_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516221/8800.1.ef83c1240a3dda6c55a5832df19978ef.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516221/8800.2.ac349757f598eb6c22dce7b635b441ce.fq.gz,13MY2082,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3360005,ERS2400901,ERX2535439,ERR2516223,ERA1302691,1773,Mycobacterium tuberculosis,BE-125. Genoscreen. 13MY1123. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2516223/ERR2516223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2516223/ERR2516223_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516223/8806.1.c3be4458b62a3f617d160889e2a97753.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516223/8806.2.1f973f17b97934769ca9076d1c10929f.fq.gz,13MY1123,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3360006,ERS2400902,ERX2535440,ERR2516224,ERA1302692,1773,Mycobacterium tuberculosis,BE-149. Genoscreen. 13MY1199. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516224/ERR2516224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516224/ERR2516224_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516224/8820.1.87c6468ba7007a4c09cb00566f7dbf0e.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516224/8820.2.89d2640f4d25f149972fa6e29bb66d20.fq.gz,13MY1199,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3360007,ERS2400903,ERX2535441,ERR2516225,ERA1302693,1773,Mycobacterium tuberculosis,BE-154. Genoscreen. 13MY1221. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2516225/ERR2516225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2516225/ERR2516225_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516225/8826.1.41edcdb384d83a0bc4793989ecab8d16.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516225/8826.2.1f26027b722d19786ff70ac2c0282d28.fq.gz,13MY1221,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3360008,ERS2400904,ERX2535442,ERR2516226,ERA1302694,1773,Mycobacterium tuberculosis,BE-37. Genoscreen. 09MY0467. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516226/ERR2516226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516226/ERR2516226_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516226/8833.1.d17956978e007df3166a02738d0f5dc1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516226/8833.2.ff9e51f99cb64e34b9f5675a905b316c.fq.gz,09MY0467,SBN TB Ref Center,R-R,R-R,R-S,R-R,ND,S-S,ND,S-S,ND,R-R,ND,NA
PRJEB25999,SAMEA3360009,ERS2400905,ERX2535443,ERR2516227,ERA1302695,1773,Mycobacterium tuberculosis,BE-163. Genoscreen. 13MY1311. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516227/ERR2516227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516227/ERR2516227_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516227/8842.1.fe351ed099cff66bcaceaa2635f0a908.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516227/8842.2.00dffd94420c773d18fd4a22ca4a4f7c.fq.gz,13MY1311,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3360010,ERS2400906,ERX2535444,ERR2516228,ERA1302696,1773,Mycobacterium tuberculosis,BE-119. Genoscreen. 13MY0822. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516228/ERR2516228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516228/ERR2516228_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516228/8856.1.b88f246fe41dfbcdde560ec283513f27.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516228/8856.2.c2a743a3f12a74664cdd6e35b530e751.fq.gz,13MY0822,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3360013,ERS2400909,ERX2535447,ERR2516231,ERA1302699,1773,Mycobacterium tuberculosis,BE-209. Genoscreen. 13MY2048. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516231/ERR2516231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516231/ERR2516231_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516231/8883.1.e72e649f64576aee52691479501368c2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516231/8883.2.1f08bdcc7d6b4d653424d9e8d10b3dba.fq.gz,13MY2048,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3367537,ERS2400914,ERX2535452,ERR2516236,ERA1302704,1773,Mycobacterium tuberculosis,BE-158. Genoscreen. 13MY1265. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516236/ERR2516236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516236/ERR2516236_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516236/8941.1.2f07a597c8f6da8ffef6037c4f08ddda.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516236/8941.2.609f37b622dc878b9d0e9fb26eac11c6.fq.gz,13MY1265,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3367542,ERS2400919,ERX2535457,ERR2516241,ERA1302709,1773,Mycobacterium tuberculosis,BE-160. Genoscreen. 13MY1294. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516241/ERR2516241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516241/ERR2516241_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516241/8966.1.aee336037b53f936d99bf691a91e2f8b.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516241/8966.2.c33dbf14a10012878945f699964482fe.fq.gz,13MY1294,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3367543,ERS2400920,ERX2535458,ERR2516242,ERA1302710,1773,Mycobacterium tuberculosis,BE-156. Genoscreen. 13MY1242. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516242/ERR2516242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516242/ERR2516242_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516242/8979.1.483d3456567dc31f534b8e78fea4af6a.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516242/8979.2.93558c770cdb878629fa1509189f2127.fq.gz,13MY1242,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3367548,ERS2400925,ERX2535463,ERR2516247,ERA1302715,1773,Mycobacterium tuberculosis,BE-206. Genoscreen. 13MY2039. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516247/ERR2516247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516247/ERR2516247_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516247/9024.1.f32032064606c16327f15ce308edf3c7.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516247/9024.2.1e01fdd4a4219221c1782c5c58b8df11.fq.gz,13MY2039,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3367549,ERS2400926,ERX2535464,ERR2516248,ERA1302716,1773,Mycobacterium tuberculosis,BE-155. Genoscreen. 13MY1240. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516248/ERR2516248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516248/ERR2516248_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516248/9031.1.bdd6116251b6e52b64b044c95c1b37d1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516248/9031.2.612a8392c76d282d546c1048e46bf98a.fq.gz,13MY1240,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3367551,ERS2400928,ERX2535466,ERR2516250,ERA1302718,1773,Mycobacterium tuberculosis,BE-174. Genoscreen. 13MY1516. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516250/ERR2516250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516250/ERR2516250_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516250/9034.1.38cb025d9d3d30dc714830fb309ca46a.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516250/9034.2.96b9f9615ef0ad014fa67cda70d6684d.fq.gz,13MY1516,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
